season,id
2011,501251
2011,501252
2011,501255
2011,501267
2011,501257
2011,501260
2011,501263
2011,501264
2011,501266
2011,501268
2011,501269
2011,501270
2011,501271
2011,501239
2011,501256
2011,501237
2011,501211
2011,501234
2011,501198
2011,501199
2011,501201
2011,501203
2011,501205
2011,501206
2011,501208
2011,501209
2011,501236
2011,501212
2011,501204
2011,501216
2011,501220
2011,501221
2011,501222
2011,501223
2011,501224
2011,501227
2011,501230
2011,501231
2011,501214
2012,548364
2012,548363
2012,548361
2012,548360
2012,548359
2012,548352
2012,548356
2012,548355
2012,548354
2012,548349
2012,548366
2012,548357
2012,548367
2012,548379
2012,548369
2012,548370
2012,548371
2012,548372
2012,548373
2012,548374
2012,548376
2012,548377
2012,548378
2012,548347
2012,548380
2012,548381
2012,548368
2012,548346
2012,548350
2012,548344
2012,548345
2012,548306
2012,548307
2012,548309
2012,548310
2012,548311
2012,548312
2012,548314
2012,548316
2012,548317
2012,548318
2012,548320
2012,548321
2012,548323
2012,548315
2012,548325
2012,548324
2012,548342
2012,548339
2012,548336
2012,548335
2012,548334
2012,548343
2012,548331
2012,548329
2012,548328
2012,548326
2012,548332
2013,598056
2013,598054
2013,598052
2013,598051
2013,598050
2013,598049
2013,598045
2013,598046
2013,598044
2013,598043
2013,598041
2013,598040
2013,598048
2013,598057
2013,598072
2013,598059
2013,598060
2013,598062
2013,598063
2013,598064
2013,598065
2013,598066
2013,598068
2013,598073
2013,598069
2013,598070
2013,598071
2013,598039
2013,598058
2013,598037
2013,598004
2013,598034
2013,598036
2013,597998
2013,597999
2013,598001
2013,598002
2013,598005
2013,598006
2013,598008
2013,598010
2013,598012
2013,598013
2013,598014
2013,598016
2013,598007
2013,598019
2013,598033
2013,598017
2013,598032
2013,598031
2013,598030
2013,598028
2013,598029
2013,598024
2013,598023
2013,598022
2013,598021
2013,598020
2013,598026
2014,734017
2014,734009
2014,734015
2014,734013
2014,734011
2014,734007
2014,733995
2014,734003
2014,734001
2014,733999
2014,733997
2014,734019
2014,734005
2014,734021
2014,734049
2014,734025
2014,734027
2014,734029
2014,734031
2014,734033
2014,734035
2014,734037
2014,734039
2014,734041
2014,734043
2014,734045
2014,734047
2014,733993
2014,734023
2014,733991
2014,729297
2014,733987
2014,729281
2014,729283
2014,729285
2014,729287
2014,729289
2014,729291
2014,729293
2014,729295
2014,733989
2014,729299
2014,729301
2014,729303
2014,729305
2014,729279
2014,729309
2014,733985
2014,733983
2014,733981
2014,729307
2014,733977
2014,733975
2014,733979
2014,733971
2014,729317
2014,729315
2014,729313
2014,729311
2014,733973
2015,829791
2015,829789
2015,829787
2015,829785
2015,829783
2015,829771
2015,829779
2015,829777
2015,829775
2015,829773
2015,829793
2015,829781
2015,829795
2015,829809
2015,829799
2015,829801
2015,829803
2015,829805
2015,829807
2015,829811
2015,829815
2015,829817
2015,829819
2015,829821
2015,829823
2015,829769
2015,829797
2015,829767
2015,829747
2015,829761
2015,829705
2015,829707
2015,829709
2015,829711
2015,829713
2015,829715
2015,829765
2015,829719
2015,829721
2015,829723
2015,829725
2015,829727
2015,829729
2015,829717
2015,829733
2015,829731
2015,829759
2015,829757
2015,829753
2015,829749
2015,829751
2015,829743
2015,829741
2015,829739
2015,829737
2015,829735
2015,829745
2016,980973
2016,980991
2016,980977
2016,980981
2016,980983
2016,980985
2016,980993
2016,981015
2016,980999
2016,981003
2016,981009
2016,981011
2016,981019
2016,980971
2016,980995
2016,980963
2016,980913
2016,980953
2016,980959
2016,980907
2016,980909
2016,980915
2016,980921
2016,980923
2016,980903
2016,980927
2016,980933
2016,980935
2016,980941
2016,980947
2016,980925
2016,980951
2017,1082626
2017,1082627
2017,1082628
2017,1082630
2017,1082633
2017,1082636
2017,1082641
2017,1082639
2017,1082644
2017,1082646
2017,1082648
2017,1082623
2017,1082649
2017,1082638
2017,1082622
2017,1082635
2017,1082614
2017,1082591
2017,1082595
2017,1082597
2017,1082598
2017,1082617
2017,1082601
2017,1082600
2017,1082604
2017,1082605
2017,1082608
2017,1082609
2017,1082611
2017,1082612
2017,1082602
2018,1136604
2018,1136603
2018,1136602
2018,1136601
2018,1136600
2018,1136593
2018,1136598
2018,1136597
2018,1136596
2018,1136595
2018,1136594
2018,1136605
2018,1136599
2018,1136620
2018,1136612
2018,1136607
2018,1136608
2018,1136609
2018,1136610
2018,1136611
2018,1136613
2018,1136614
2018,1136615
2018,1136616
2018,1136617
2018,1136618
2018,1136619
2018,1136592
2018,1136606
2018,1136591
2018,1136575
2018,1136589
2018,1136561
2018,1136562
2018,1136563
2018,1136564
2018,1136565
2018,1136566
2018,1136567
2018,1136569
2018,1136570
2018,1136571
2018,1136572
2018,1136573
2018,1136574
2018,1136568
2018,1136577
2018,1136576
2018,1136588
2018,1136587
2018,1136586
2018,1136585
2018,1136584
2018,1136590
2018,1136582
2018,1136581
2018,1136580
2018,1136579
2018,1136578
2018,1136583
2019,1178418
2019,1178417
2019,1178416
2019,1178415
2019,1178414
2019,1178411
2019,1178412
2019,1178410
2019,1178409
2019,1178408
2019,1178419
2019,1178413
2019,1178407
2019,1181768
2019,1178422
2019,1178423
2019,1178425
2019,1178426
2019,1178427
2019,1178428
2019,1178429
2019,1178430
2019,1178431
2019,1181764
2019,1181766
2019,1181767
2019,1178406
2019,1178421
2019,1178405
2019,1178420
2019,1178403
2019,1178404
2019,1175356
2019,1175357
2019,1175358
2019,1175359
2019,1175360
2019,1175361
2019,1175362
2019,1175364
2019,1175365
2019,1175366
2019,1175367
2019,1175368
2019,1175363
2019,1175370
2019,1175369
2019,1178401
2019,1178400
2019,1178399
2019,1178397
2019,1178396
2019,1178398
2019,1178402
2019,1178394
2019,1178393
2019,1175372
2019,1175371
2019,1178395
2020,1216530
2020,1216533
2020,1216532
2020,1216531
2020,1216529
2020,1216523
2020,1216527
2020,1216526
2020,1216525
2020,1216524
2020,1216534
2020,1216528
2020,1216535
2020,1237178
2020,1216537
2020,1216538
2020,1216539
2020,1216540
2020,1216541
2020,1216542
2020,1216543
2020,1216544
2020,1216545
2020,1216546
2020,1216547
2020,1237177
2020,1216522
2020,1216536
2020,1216521
2020,1216507
2020,1216519
2020,1237180
2020,1216492
2020,1216493
2020,1216494
2020,1216495
2020,1216496
2020,1216497
2020,1216498
2020,1216499
2020,1216500
2020,1216501
2020,1216502
2020,1216503
2020,1216504
2020,1216505
2020,1216506
2020,1216508
2020,1216509
2020,1216510
2020,1216511
2020,1216512
2020,1216513
2020,1216514
2020,1216515
2020,1216516
2020,1216517
2020,1216518
2020,1216520
2020,1237181
